status_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_357124181071384,2,13,3,0,13,0,0,0,0,0
246675545449582_357124844404651,2,28,3,0,28,0,0,0,0,0
246675545449582_357066397743829,2,34,0,1,34,0,0,0,0,0
246675545449582_357030441080758,2,83,1,0,83,0,0,0,0,0
246675545449582_356778084439327,2,7,0,0,7,0,0,0,0,0
246675545449582_312276362222833,2,34,0,0,34,0,0,0,0,0
246675545449582_298316176952185,2,97,3,0,97,0,0,0,0,0
246675545449582_356325277817941,2,24,4,0,24,0,0,0,0,0
246675545449582_356305991153203,2,106,18,0,106,0,0,0,0,0
246675545449582_356273044489831,2,131,4,0,131,0,0,0,0,0
246675545449582_356001314517004,2,132,7,0,132,0,0,0,0,0
246675545449582_355961084521027,2,79,5,0,79,0,0,0,0,0
246675545449582_355641404552995,2,71,2,7,71,0,0,0,0,0
246675545449582_355495964567539,2,55,8,5,55,0,0,0,0,0
246675545449582_355441314573004,2,51,9,0,51,0,0,0,0,0
246675545449582_355303811253421,2,46,3,1,46,0,0,0,0,0
246675545449582_355265731257229,2,5,2,2,5,0,0,0,0,0
246675545449582_354830764634059,2,52,5,0,52,0,0,0,0,0
246675545449582_354807811303021,2,18,0,0,18,0,0,0,0,0
246675545449582_354529081330894,2,207,13,0,207,0,0,0,0,0
246675545449582_354446298005839,2,105,5,0,105,0,0,0,0,0
246675545449582_354431874673948,2,30,0,0,30,0,0,0,0,0
246675545449582_353881771395625,2,32,0,0,32,0,0,0,0,0
246675545449582_353647368085732,2,44,10,0,44,0,0,0,0,0
246675545449582_353647271419075,2,100,28,1,100,0,0,0,0,0
246675545449582_353057534811382,2,58,4,0,58,0,0,0,0,0
246675545449582_352671068183362,2,22,1,0,22,0,0,0,0,0
246675545449582_352656454851490,2,26,0,0,26,0,0,0,0,0
246675545449582_352180214899114,2,45,4,0,45,0,0,0,0,0
246675545449582_352160994901036,2,21,0,0,21,0,0,0,0,0
246675545449582_350988715018264,2,75,15,0,75,0,0,0,0,0
246675545449582_350986911685111,2,21,0,1,21,0,0,0,0,0
246675545449582_350701935046942,2,72,23,0,72,0,0,0,0,0
246675545449582_350593365057799,2,50,1,0,50,0,0,0,0,0
246675545449582_350564155060720,2,26,6,0,26,0,0,0,0,0
246675545449582_350525821731220,2,46,9,0,46,0,0,0,0,0
246675545449582_350525658397903,2,80,7,0,80,0,0,0,0,0
246675545449582_350121128438356,2,41,11,0,41,0,0,0,0,0
246675545449582_349782088472260,2,69,6,0,69,0,0,0,0,0
246675545449582_348411165276019,2,3,2,2,3,0,0,0,0,0
246675545449582_347701718680297,2,21,4,0,21,0,0,0,0,0
246675545449582_346022885514847,2,64,1,0,64,0,0,0,0,0
246675545449582_344590015658134,2,60,19,0,60,0,0,0,0,0
246675545449582_344413109009158,2,25,3,0,25,0,0,0,0,0
246675545449582_343763949074074,2,48,17,0,48,0,0,0,0,0
246675545449582_343330172450785,2,45,4,0,45,0,0,0,0,0
246675545449582_343215999128869,2,2,0,1,2,0,0,0,0,0
246675545449582_342821229168346,2,7,0,1,7,0,0,0,0,0
246675545449582_342638689186600,2,61,13,0,61,0,0,0,0,0
246675545449582_342394742544328,2,16,9,0,16,0,0,0,0,0
246675545449582_342314939218975,2,27,3,0,27,0,0,0,0,0
246675545449582_342270612556741,2,42,16,11,42,0,0,0,0,0
246675545449582_341967849253684,2,65,0,0,65,0,0,0,0,0
246675545449582_341499822633820,2,44,4,0,44,0,0,0,0,0
246675545449582_341401999310269,2,55,12,0,55,0,0,0,0,0
246675545449582_341389432644859,2,59,7,0,59,0,0,0,0,0
246675545449582_341386535978482,2,51,6,0,51,0,0,0,0,0
246675545449582_340472796069856,2,41,1,0,41,0,0,0,0,0
246675545449582_340422599408209,2,12,5,0,12,0,0,0,0,0
246675545449582_340414542742348,2,57,7,0,57,0,0,0,0,0
246675545449582_340392936077842,2,55,7,0,55,0,0,0,0,0
246675545449582_340391262744676,2,76,4,0,76,0,0,0,0,0
246675545449582_339573586159777,2,103,14,0,103,0,0,0,0,0
246675545449582_339573129493156,2,46,2,0,46,0,0,0,0,0
246675545449582_339155322868270,2,74,14,0,74,0,0,0,0,0
246675545449582_338695832914219,2,25,0,0,25,0,0,0,0,0
246675545449582_338693899581079,2,34,0,0,34,0,0,0,0,0
246675545449582_338688032914999,2,50,1,0,50,0,0,0,0,0
246675545449582_338684702915332,2,47,0,0,47,0,0,0,0,0
246675545449582_338631739587295,2,64,2,0,64,0,0,0,0,0
246675545449582_338197442964058,2,40,1,0,40,0,0,0,0,0
246675545449582_338098859640583,2,58,1,0,58,0,0,0,0,0
246675545449582_338097119640757,2,67,3,0,67,0,0,0,0,0
246675545449582_337717546345381,2,50,3,0,50,0,0,0,0,0
246675545449582_337710279679441,2,53,1,0,53,0,0,0,0,0
246675545449582_337704143013388,2,67,8,0,67,0,0,0,0,0
246675545449582_337699459680523,2,90,12,0,90,0,0,0,0,0
246675545449582_337694506347685,2,60,2,0,60,0,0,0,0,0
246675545449582_337224989727970,2,30,8,0,30,0,0,0,0,0
246675545449582_337219779728491,2,52,10,0,52,0,0,0,0,0
246675545449582_337206946396441,2,5,0,0,5,0,0,0,0,0
246675545449582_336663423117460,2,56,14,0,56,0,0,0,0,0
246675545449582_336663019784167,2,26,2,0,26,0,0,0,0,0
246675545449582_336584753125327,2,71,11,0,71,0,0,0,0,0
246675545449582_336537203130082,2,53,4,0,53,0,0,0,0,0
246675545449582_336281293155673,2,35,2,0,35,0,0,0,0,0
246675545449582_335122479938221,2,31,2,0,31,0,0,0,0,0
246675545449582_334798143303988,2,45,0,0,45,0,0,0,0,0
246675545449582_334796289970840,2,20,1,0,20,0,0,0,0,0
246675545449582_334544416662694,2,3,2,2,3,0,0,0,0,0
246675545449582_333812036735932,2,48,0,0,48,0,0,0,0,0
246675545449582_333811806735955,2,18,0,0,18,0,0,0,0,0
246675545449582_333453873438415,2,56,10,0,56,0,0,0,0,0
246675545449582_333341150116354,2,64,2,1,64,0,0,0,0,0
246675545449582_332918960158573,2,63,0,0,63,0,0,0,0,0
246675545449582_332909223492880,2,40,9,2,40,0,0,0,0,0
246675545449582_332883083495494,2,92,1,0,92,0,0,0,0,0
246675545449582_332750103508792,2,53,0,0,53,0,0,0,0,0
246675545449582_332358580214611,2,33,0,0,33,0,0,0,0,0
246675545449582_332339183549884,2,84,6,0,84,0,0,0,0,0
246675545449582_332333546883781,2,87,11,0,87,0,0,0,0,0
246675545449582_332316610218808,2,26,0,0,26,0,0,0,0,0
246675545449582_332277540222715,2,22,0,0,22,0,0,0,0,0
246675545449582_332209926896143,2,78,0,5,78,0,0,0,0,0
246675545449582_332199140230555,2,67,6,7,67,0,0,0,0,0
246675545449582_329942500456219,2,26,1,0,26,0,0,0,0,0
246675545449582_329942340456235,2,14,0,0,14,0,0,0,0,0
246675545449582_329346933849109,2,18,0,0,18,0,0,0,0,0
246675545449582_328173310633138,2,24,0,0,24,0,0,0,0,0
246675545449582_328169720633497,2,27,0,0,27,0,0,0,0,0
246675545449582_327960773987725,2,30,11,0,30,0,0,0,0,0
246675545449582_325753610875108,2,34,4,0,34,0,0,0,0,0
246675545449582_325749960875473,2,26,1,1,26,0,0,0,0,0
246675545449582_325634947553641,2,38,4,0,38,0,0,0,0,0
246675545449582_325628867554249,2,55,5,0,55,0,0,0,0,0
246675545449582_325570584226744,2,80,9,0,80,0,0,0,0,0
246675545449582_325279594255843,2,33,3,0,33,0,0,0,0,0
246675545449582_325274214256381,2,44,10,0,44,0,0,0,0,0
246675545449582_325266377590498,2,41,7,0,41,0,0,0,0,0
246675545449582_325264297590706,2,30,3,0,30,0,0,0,0,0
246675545449582_323955434388259,2,34,0,0,34,0,0,0,0,0
246675545449582_323955301054939,2,30,0,0,30,0,0,0,0,0
246675545449582_323935487723587,2,38,9,0,38,0,0,0,0,0
246675545449582_323925117724624,2,24,4,1,24,0,0,0,0,0
246675545449582_323859114397891,2,37,2,0,37,0,0,0,0,0
246675545449582_323844094399393,2,18,3,0,18,0,0,0,0,0
246675545449582_323729361077533,2,55,15,0,55,0,0,0,0,0
246675545449582_323358047781331,2,54,3,0,54,0,0,0,0,0
246675545449582_323351767781959,2,67,11,0,67,0,0,0,0,0
246675545449582_323245541125915,2,94,18,0,94,0,0,0,0,0
246675545449582_322734771176992,2,41,2,0,41,0,0,0,0,0
246675545449582_322731091177360,2,36,2,0,36,0,0,0,0,0
246675545449582_322730471177422,2,65,3,1,65,0,0,0,0,0
246675545449582_321106211339848,2,90,6,0,90,0,0,0,0,0
246675545449582_321040818013054,2,42,2,0,42,0,0,0,0,0
246675545449582_318217248295411,2,48,4,0,48,0,0,0,0,0
246675545449582_317980854985717,2,45,10,0,45,0,0,0,0,0
246675545449582_317637438353392,2,47,2,0,47,0,0,0,0,0
246675545449582_317636971686772,2,31,4,0,31,0,0,0,0,0
246675545449582_317488981701571,2,105,23,0,105,0,0,0,0,0
246675545449582_317218695061933,2,48,0,0,48,0,0,0,0,0
246675545449582_304742572976212,2,37,5,0,37,0,0,0,0,0
246675545449582_316107661839703,2,5,2,2,5,0,0,0,0,0
246675545449582_315868761863593,2,11,0,0,11,0,0,0,0,0
246675545449582_314848305298972,2,27,11,1,27,0,0,0,0,0
246675545449582_314589495324853,2,2,0,0,2,0,0,0,0,0
246675545449582_314193818697754,2,43,1,0,43,0,0,0,0,0
246675545449582_313915475392255,2,46,4,0,46,0,0,0,0,0
246675545449582_313695562080913,2,53,3,0,53,0,0,0,0,0
246675545449582_313410195442783,2,10,1,0,10,0,0,0,0,0
246675545449582_313356332114836,2,22,5,0,22,0,0,0,0,0
246675545449582_313080805475722,2,12,3,1,12,0,0,0,0,0
246675545449582_312619058855230,2,50,6,0,50,0,0,0,0,0
246675545449582_312558355527967,2,47,13,0,47,0,0,0,0,0
246675545449582_312154615568341,2,14,0,2,14,0,0,0,0,0
246675545449582_312244702225999,2,1,0,0,1,0,0,0,0,0
246675545449582_312160808901055,2,25,18,0,25,0,0,0,0,0
246675545449582_312153868901749,2,16,0,0,16,0,0,0,0,0
246675545449582_312142282236241,2,46,2,0,46,0,0,0,0,0
246675545449582_312142165569586,2,76,1,0,76,0,0,0,0,0
246675545449582_312097692240700,2,16,0,0,16,0,0,0,0,0
246675545449582_312085168908619,2,40,1,0,40,0,0,0,0,0
246675545449582_311777885606014,2,83,15,0,83,0,0,0,0,0
246675545449582_311715042278965,2,89,28,1,89,0,0,0,0,0
246675545449582_311525595631243,2,30,0,0,30,0,0,0,0,0
246675545449582_311502265633576,2,12,0,0,12,0,0,0,0,0
246675545449582_311319315651871,2,52,17,0,52,0,0,0,0,0
246675545449582_311271188990017,2,58,19,0,58,0,0,0,0,0
246675545449582_310937889023347,2,22,4,0,22,0,0,0,0,0
246675545449582_310890239028112,2,6,0,0,6,0,0,0,0,0
246675545449582_310850815698721,2,30,2,0,30,0,0,0,0,0
246675545449582_310494312401038,2,58,5,0,58,0,0,0,0,0
246675545449582_310465509070585,2,32,4,5,32,0,0,0,0,0
246675545449582_310184815765321,2,48,5,0,48,0,0,0,0,0
246675545449582_310155729101563,2,43,4,0,43,0,0,0,0,0
246675545449582_309265902523879,2,30,0,0,30,0,0,0,0,0
246675545449582_309140549203081,2,41,3,0,41,0,0,0,0,0
246675545449582_309138272536642,2,42,10,0,42,0,0,0,0,0
246675545449582_308777915906011,2,59,6,0,59,0,0,0,0,0
246675545449582_308278022622667,2,17,0,0,17,0,0,0,0,0
246675545449582_306176106166192,2,47,0,0,47,0,0,0,0,0
246675545449582_307867119330424,2,14,5,2,14,0,0,0,0,0
246675545449582_307744392676030,2,12,1,0,12,0,0,0,0,0
246675545449582_307405696043233,3,30,23,4,30,0,0,0,0,0
246675545449582_307286656055137,2,25,3,1,25,0,0,0,0,0
246675545449582_303160673134402,2,0,0,0,0,0,0,0,0,0
246675545449582_302341609882975,2,4,1,0,4,0,0,0,0,0
246675545449582_299212316862571,2,3,0,0,3,0,0,0,0,0
246675545449582_290159194434550,2,5,1,1,5,0,0,0,0,0
246675545449582_290154177768385,2,2,0,0,2,0,0,0,0,0
246675545449582_286984161418720,2,11,6,0,11,0,0,0,0,0
246675545449582_286961214754348,2,38,10,0,38,0,0,0,0,0
246675545449582_286655274784942,2,13,0,0,13,0,0,0,0,0
246675545449582_286654584785011,2,19,0,0,19,0,0,0,0,0
246675545449582_286294564821013,2,15,1,0,15,0,0,0,0,0
246675545449582_285996181517518,2,21,4,0,21,0,0,0,0,0
246675545449582_285651371551999,2,42,2,0,42,0,0,0,0,0
246675545449582_285649458218857,2,12,0,0,12,0,0,0,0,0
246675545449582_285648778218925,2,19,4,0,19,0,0,0,0,0
246675545449582_285647571552379,2,24,2,0,24,0,0,0,0,0
246675545449582_285646988219104,2,32,1,0,32,0,0,0,0,0
246675545449582_285643998219403,2,15,8,0,15,0,0,0,0,0
246675545449582_285638998219903,2,22,4,0,22,0,0,0,0,0
246675545449582_285619761555160,2,33,8,0,33,0,0,0,0,0
246675545449582_285407361576400,2,11,6,0,11,0,0,0,0,0
246675545449582_285311448252658,2,47,6,0,47,0,0,0,0,0
246675545449582_285298934920576,2,41,7,0,41,0,0,0,0,0
246675545449582_285278064922663,2,29,4,0,29,0,0,0,0,0
246675545449582_284996154950854,2,48,7,0,48,0,0,0,0,0
246675545449582_284967211620415,2,13,8,0,13,0,0,0,0,0
246675545449582_284915708292232,2,32,2,0,32,0,0,0,0,0
246675545449582_284698388313964,2,42,8,0,42,0,0,0,0,0
246675545449582_284696978314105,2,26,5,0,26,0,0,0,0,0
246675545449582_284673338316469,2,67,25,0,67,0,0,0,0,0
246675545449582_284594641657672,2,23,4,0,23,0,0,0,0,0
246675545449582_284342035016266,2,33,4,0,33,0,0,0,0,0
246675545449582_284331615017308,2,25,3,0,25,0,0,0,0,0
246675545449582_284212951695841,2,22,4,0,22,0,0,0,0,0
246675545449582_284012865049183,2,26,0,0,26,0,0,0,0,0
246675545449582_283955708388232,2,38,10,0,38,0,0,0,0,0
246675545449582_283950638388739,2,50,19,0,50,0,0,0,0,0
246675545449582_283846615065808,2,29,1,0,29,0,0,0,0,0
246675545449582_283756338408169,2,26,0,0,26,0,0,0,0,0
246675545449582_283542088429594,2,25,1,0,25,0,0,0,0,0
246675545449582_283533801763756,2,15,0,0,15,0,0,0,0,0
246675545449582_283502615100208,2,18,0,0,18,0,0,0,0,0
246675545449582_283480405102429,2,28,4,0,28,0,0,0,0,0
246675545449582_283267695123700,2,14,23,0,14,0,0,0,0,0
246675545449582_282722211844915,2,20,2,0,20,0,0,0,0,0
246675545449582_282451698538633,2,17,21,0,17,0,0,0,0,0
246675545449582_282285831888553,2,34,0,0,34,0,0,0,0,0
246675545449582_281826428601160,2,17,11,0,17,0,0,0,0,0
246675545449582_281415801975556,2,40,6,0,40,0,0,0,0,0
246675545449582_281078595342610,2,21,5,0,21,0,0,0,0,0
246675545449582_281076235342846,2,14,4,0,14,0,0,0,0,0
246675545449582_280792805371189,2,43,17,1,43,0,0,0,0,0
246675545449582_280792038704599,2,27,5,0,27,0,0,0,0,0
246675545449582_280791635371306,2,35,22,0,35,0,0,0,0,0
246675545449582_280768225373647,2,24,1,0,24,0,0,0,0,0
246675545449582_280767622040374,2,30,4,0,30,0,0,0,0,0
246675545449582_280736092043527,2,21,2,0,21,0,0,0,0,0
246675545449582_280693432047793,2,41,7,0,41,0,0,0,0,0
246675545449582_280458095404660,2,15,1,0,15,0,0,0,0,0
246675545449582_280414358742367,2,27,6,0,27,0,0,0,0,0
246675545449582_280404945409975,2,22,3,0,22,0,0,0,0,0
246675545449582_280362398747563,2,36,13,0,36,0,0,0,0,0
246675545449582_280329112084225,2,10,18,0,10,0,0,0,0,0
246675545449582_279995755450894,2,24,5,0,24,0,0,0,0,0
246675545449582_279751238808679,2,19,1,0,19,0,0,0,0,0
246675545449582_279721955478274,2,63,25,0,63,0,0,0,0,0
246675545449582_279637965486673,2,47,15,0,47,0,0,0,0,0
246675545449582_279405852176551,2,57,11,0,57,0,0,0,0,0
246675545449582_279365285513941,2,14,4,0,14,0,0,0,0,0
246675545449582_279359715514498,2,35,5,0,35,0,0,0,0,0
246675545449582_279354752181661,2,12,0,2,12,0,0,0,0,0
246675545449582_279311388852664,2,15,3,0,15,0,0,0,0,0
246675545449582_279270198856783,2,31,15,0,31,0,0,0,0,0
246675545449582_279057442211392,2,45,5,0,45,0,0,0,0,0
246675545449582_279026645547805,2,35,24,0,35,0,0,0,0,0
246675545449582_279011958882607,2,38,30,0,38,0,0,0,0,0
246675545449582_278994208884382,2,26,11,0,26,0,0,0,0,0
246675545449582_278986572218479,2,35,11,0,35,0,0,0,0,0
246675545449582_278670215583448,2,53,36,0,53,0,0,0,0,0
246675545449582_278647422252394,2,26,0,0,26,0,0,0,0,0
246675545449582_278583092258827,2,16,0,0,16,0,0,0,0,0
246675545449582_278578708925932,2,28,7,0,28,0,0,0,0,0
246675545449582_278571308926672,2,16,1,1,16,0,0,0,0,0
246675545449582_278297142287422,2,26,16,0,26,0,0,0,0,0
246675545449582_278288792288257,2,26,11,0,26,0,0,0,0,0
246675545449582_278281158955687,2,27,14,0,27,0,0,0,0,0
246675545449582_278267915623678,2,33,6,0,33,0,0,0,0,0
246675545449582_278264192290717,2,27,8,0,27,0,0,0,0,0
246675545449582_278262148957588,2,37,10,0,37,0,0,0,0,0
246675545449582_277893028994500,2,23,5,1,23,0,0,0,0,0
246675545449582_277891995661270,2,13,0,0,13,0,0,0,0,0
246675545449582_277891108994692,2,17,8,0,17,0,0,0,0,0
246675545449582_277874808996322,2,30,0,0,30,0,0,0,0,0
246675545449582_277873088996494,2,18,13,0,18,0,0,0,0,0
246675545449582_277868318996971,2,30,9,0,30,0,0,0,0,0
246675545449582_277866735663796,2,26,7,0,26,0,0,0,0,0
246675545449582_277789612338175,2,16,9,0,16,0,0,0,0,0
246675545449582_277536519030151,2,47,5,0,47,0,0,0,0,0
246675545449582_277256619058141,2,16,7,0,16,0,0,0,0,0
246675545449582_277141749069628,2,13,9,1,13,0,0,0,0,0
246675545449582_277141575736312,2,32,13,1,32,0,0,0,0,0
246675545449582_277091339074669,2,21,11,0,21,0,0,0,0,0
246675545449582_276845815765888,2,24,8,0,24,0,0,0,0,0
246675545449582_276759712441165,2,22,4,0,22,0,0,0,0,0
246675545449582_276759475774522,2,14,2,0,14,0,0,0,0,0
246675545449582_276555725794897,2,24,12,3,24,0,0,0,0,0
246675545449582_276173655833104,2,24,1,0,24,0,0,0,0,0
246675545449582_276087579175045,2,18,20,0,18,0,0,0,0,0
246675545449582_275813012535835,2,14,2,0,14,0,0,0,0,0
246675545449582_275803235870146,2,17,4,0,17,0,0,0,0,0
246675545449582_275802545870215,2,14,0,0,14,0,0,0,0,0
246675545449582_275800719203731,2,16,0,0,16,0,0,0,0,0
246675545449582_275798385870631,2,15,0,0,15,0,0,0,0,0
246675545449582_275389539244849,2,11,1,0,11,0,0,0,0,0
246675545449582_275381909245612,2,15,0,1,15,0,0,0,0,0
246675545449582_275356929248110,2,15,1,0,15,0,0,0,0,0
246675545449582_275153862601750,2,16,8,0,16,0,0,0,0,0
246675545449582_274987499285053,2,14,0,0,14,0,0,0,0,0
246675545449582_274760999307703,2,17,0,0,17,0,0,0,0,0
246675545449582_274691799314623,2,0,0,1,0,0,0,0,0,0
246675545449582_274685602648576,2,32,2,0,32,0,0,0,0,0
246675545449582_274629355987534,2,29,7,5,29,0,0,0,0,0
246675545449582_274592325991237,2,19,12,0,19,0,0,0,0,0
246675545449582_274347526015717,2,49,5,0,49,0,0,0,0,0
246675545449582_274299866020483,2,62,25,1,62,0,0,0,0,0
246675545449582_274232639360539,2,9,11,0,9,0,0,0,0,0
246675545449582_274012209382582,2,33,7,0,33,0,0,0,0,0
246675545449582_274005049383298,2,40,28,0,40,0,0,0,0,0
246675545449582_273704726079997,2,46,31,0,46,0,0,0,0,0
246675545449582_273682662748870,2,31,11,0,31,0,0,0,0,0
246675545449582_273566702760466,2,15,0,0,15,0,0,0,0,0
246675545449582_273362369447566,2,40,17,0,40,0,0,0,0,0
246675545449582_273306249453178,2,20,5,0,20,0,0,0,0,0
246675545449582_273029492814187,2,32,9,1,32,0,0,0,0,0
246675545449582_273022156148254,2,34,11,1,34,0,0,0,0,0
246675545449582_272959652821171,2,14,0,0,14,0,0,0,0,0
246675545449582_272936372823499,2,16,10,2,16,0,0,0,0,0
246675545449582_272869222830214,2,5,0,1,5,0,0,0,0,0
246675545449582_272868729496930,2,21,0,0,21,0,0,0,0,0
246675545449582_272707372846399,2,18,1,0,18,0,0,0,0,0
246675545449582_272692246181245,2,14,6,0,14,0,0,0,0,0
246675545449582_272688006181669,2,23,0,0,23,0,0,0,0,0
246675545449582_272685536181916,2,20,22,0,20,0,0,0,0,0
246675545449582_272684156182054,2,24,24,0,24,0,0,0,0,0
246675545449582_272674222849714,2,24,30,0,24,0,0,0,0,0
246675545449582_272673762849760,2,19,25,0,19,0,0,0,0,0
246675545449582_272574246193045,2,4,0,0,4,0,0,0,0,0
246675545449582_272525789531224,2,35,7,0,35,0,0,0,0,0
246675545449582_272366346213835,2,15,4,0,15,0,0,0,0,0
246675545449582_272343856216084,2,16,2,0,16,0,0,0,0,0
246675545449582_272337906216679,2,20,6,0,20,0,0,0,0,0
246675545449582_272319106218559,2,15,18,0,15,0,0,0,0,0
246675545449582_272307732886363,2,23,4,0,23,0,0,0,0,0
246675545449582_272303782886758,2,18,0,0,18,0,0,0,0,0
246675545449582_272302989553504,2,16,4,0,16,0,0,0,0,0
246675545449582_272292469554556,2,17,1,0,17,0,0,0,0,0
246675545449582_272262656224204,2,15,11,0,15,0,0,0,0,0
246675545449582_272229679560835,2,27,1,0,27,0,0,0,0,0
246675545449582_271967746253695,2,25,6,0,25,0,0,0,0,0
246675545449582_271902172926919,2,24,8,0,24,0,0,0,0,0
246675545449582_271901756260294,2,14,0,1,14,0,0,0,0,0
246675545449582_271643249619478,2,22,3,0,22,0,0,0,0,0
246675545449582_271642909619512,2,15,3,0,15,0,0,0,0,0
246675545449582_271642262952910,2,34,44,0,34,0,0,0,0,0
246675545449582_271585902958546,2,14,3,9,14,0,0,0,0,0
246675545449582_271565259627277,2,18,2,0,18,0,0,0,0,0
246675545449582_271565086293961,2,13,3,0,13,0,0,0,0,0
246675545449582_271563432960793,2,14,1,0,14,0,0,0,0,0
246675545449582_271548896295580,2,30,0,1,30,0,0,0,0,0
246675545449582_271535699630233,2,30,8,0,30,0,0,0,0,0
246675545449582_271328582984278,2,18,3,0,18,0,0,0,0,0
246675545449582_271244626326007,2,24,2,0,24,0,0,0,0,0
246675545449582_271226522994484,2,21,0,0,21,0,0,0,0,0
246675545449582_271222176328252,2,8,16,0,8,0,0,0,0,0
246675545449582_271208546329615,2,23,3,0,23,0,0,0,0,0
246675545449582_271168666333603,2,27,2,0,27,0,0,0,0,0
246675545449582_271026703014466,2,9,10,0,9,0,0,0,0,0
246675545449582_270971346353335,2,12,0,0,12,0,0,0,0,0
246675545449582_270925296357940,2,22,1,0,22,0,0,0,0,0
246675545449582_270910413026095,2,18,6,0,18,0,0,0,0,0
246675545449582_270627099721093,2,17,6,0,17,0,0,0,0,0
246675545449582_270625759721227,2,18,0,0,18,0,0,0,0,0
246675545449582_270577616392708,2,16,2,0,16,0,0,0,0,0
246675545449582_270543859729417,2,16,0,0,16,0,0,0,0,0
246675545449582_270532653063871,2,13,2,2,13,0,0,0,0,0
246675545449582_270321023085034,2,19,3,0,19,0,0,0,0,0
246675545449582_270258309757972,2,2,0,0,2,0,0,0,0,0
246675545449582_270251516425318,2,17,1,0,17,0,0,0,0,0
246675545449582_270247599759043,2,14,1,0,14,0,0,0,0,0
246675545449582_270073253109811,2,2,0,0,2,0,0,0,0,0
246675545449582_269832636467206,2,13,2,0,13,0,0,0,0,0
246675545449582_269825436467926,2,1,0,0,1,0,0,0,0,0
246675545449582_269824026468067,2,18,3,0,18,0,0,0,0,0
246675545449582_269819469801856,2,23,7,0,23,0,0,0,0,0
246675545449582_269818969801906,2,17,1,0,17,0,0,0,0,0
246675545449582_269770969806706,2,17,6,0,17,0,0,0,0,0
246675545449582_269764473140689,2,14,1,0,14,0,0,0,0,0
246675545449582_269534349830368,2,1,0,1,1,0,0,0,0,0
246675545449582_269703849813418,2,10,1,0,10,0,0,0,0,0
246675545449582_269683413148795,2,13,12,0,13,0,0,0,0,0
246675545449582_269493313167805,2,35,25,0,35,0,0,0,0,0
246675545449582_269421366508333,2,4,0,0,4,0,0,0,0,0
246675545449582_269414443175692,2,15,12,0,15,0,0,0,0,0
246675545449582_269412903175846,2,11,6,0,11,0,0,0,0,0
246675545449582_269392089844594,2,8,15,0,8,0,0,0,0,0
246675545449582_269386399845163,2,11,3,0,11,0,0,0,0,0
246675545449582_269379829845820,2,22,6,0,22,0,0,0,0,0
246675545449582_269163623200774,2,10,6,0,10,0,0,0,0,0
246675545449582_269159936534476,2,11,6,0,11,0,0,0,0,0
246675545449582_269026903214446,2,14,23,0,14,0,0,0,0,0
246675545449582_268760003241136,2,21,5,0,21,0,0,0,0,0
246675545449582_268676796582790,2,26,4,0,26,0,0,0,0,0
246675545449582_268673079916495,2,25,9,1,25,0,0,0,0,0
246675545449582_268657659918037,2,10,11,0,10,0,0,0,0,0
246675545449582_268657223251414,2,11,2,0,11,0,0,0,0,0
246675545449582_268656019918201,2,22,7,0,22,0,0,0,0,0
246675545449582_268655613251575,2,11,1,1,11,0,0,0,0,0
246675545449582_268655153251621,2,14,2,1,14,0,0,0,0,0
246675545449582_268643069919496,2,33,17,0,33,0,0,0,0,0
246675545449582_268344216616048,2,19,7,0,19,0,0,0,0,0
246675545449582_268259693291167,2,27,2,0,27,0,0,0,0,0
246675545449582_268245649959238,2,20,16,0,20,0,0,0,0,0
246675545449582_268219903295146,2,27,13,0,27,0,0,0,0,0
246675545449582_268212886629181,2,19,18,0,19,0,0,0,0,0
246675545449582_268198703297266,2,10,9,0,10,0,0,0,0,0
246675545449582_268001059983697,2,27,18,1,27,0,0,0,0,0
246675545449582_267979753319161,2,87,28,0,87,0,0,0,0,0
246675545449582_267974173319719,2,24,7,0,24,0,0,0,0,0
246675545449582_267889246661545,2,16,4,0,16,0,0,0,0,0
246675545449582_267675160016287,2,12,0,0,12,0,0,0,0,0
246675545449582_267673203349816,2,16,5,0,16,0,0,0,0,0
246675545449582_267672853349851,2,21,8,0,21,0,0,0,0,0
246675545449582_267636310020172,2,28,1,1,28,0,0,0,0,0
246675545449582_267632010020602,2,20,0,0,20,0,0,0,0,0
246675545449582_267627256687744,2,15,3,0,15,0,0,0,0,0
246675545449582_267621146688355,2,36,5,0,36,0,0,0,0,0
246675545449582_267619420021861,2,23,0,0,23,0,0,0,0,0
246675545449582_267567916693678,2,31,12,0,31,0,0,0,0,0
246675545449582_267567370027066,2,19,0,0,19,0,0,0,0,0
246675545449582_267500610033742,2,16,4,0,16,0,0,0,0,0
246675545449582_267495986700871,2,30,11,0,30,0,0,0,0,0
246675545449582_267464506704019,2,22,2,0,22,0,0,0,0,0
246675545449582_267451163372020,2,14,1,2,14,0,0,0,0,0
246675545449582_267159886734481,2,11,7,0,11,0,0,0,0,0
246675545449582_267151946735275,2,21,4,0,21,0,0,0,0,0
246675545449582_267133743403762,2,30,12,0,30,0,0,0,0,0
246675545449582_266741873442949,2,37,13,0,37,0,0,0,0,0
246675545449582_266722150111588,2,10,5,0,10,0,0,0,0,0
246675545449582_266575680126235,2,21,6,0,21,0,0,0,0,0
246675545449582_266574983459638,2,15,1,0,15,0,0,0,0,0
246675545449582_266477330136070,2,19,3,0,19,0,0,0,0,0
