status_id,status_published,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_394720200645115,6/29/2013 0:00,photo,4,0,2,4,0,0,0,0,0
246675545449582_394148307368971,6/28/2013 4:28,photo,28,4,0,28,0,0,0,0,0
246675545449582_393147757469026,6/25/2013 22:33,photo,4,0,1,4,0,0,0,0,0
246675545449582_392667654183703,6/25/2013 3:09,photo,51,0,0,51,0,0,0,0,0
246675545449582_392626754187793,6/25/2013 0:12,photo,18,1,0,18,0,0,0,0,0
246675545449582_391818580935277,6/23/2013 3:18,photo,45,0,0,45,0,0,0,0,0
246675545449582_391774040939731,6/23/2013 2:02,photo,14,0,0,14,0,0,0,0,0
246675545449582_391312510985884,6/21/2013 22:56,photo,54,1,0,54,0,0,0,0,0
246675545449582_390906144359854,6/20/2013 23:27,photo,65,4,0,65,0,0,0,0,0
246675545449582_390540577729744,6/20/2013 3:33,photo,73,0,0,73,0,0,0,0,0
246675545449582_390466321070503,6/19/2013 22:44,photo,43,3,0,43,0,0,0,0,0
246675545449582_388978664552602,6/17/2013 0:06,photo,28,4,1,28,0,0,0,0,0
246675545449582_388975094552959,6/16/2013 23:45,photo,22,1,0,22,0,0,0,0,0
246675545449582_388670317916770,6/16/2013 7:46,photo,39,3,0,39,0,0,0,0,0
246675545449582_388191881297947,6/15/2013 6:43,photo,62,8,0,62,0,0,0,0,0
246675545449582_388155421301593,6/15/2013 3:59,photo,20,2,0,20,0,0,0,0,0
246675545449582_388155081301627,6/15/2013 3:57,photo,17,0,0,17,0,0,0,0,0
246675545449582_388137751303360,6/15/2013 2:44,photo,49,7,0,49,0,0,0,0,0
246675545449582_388127111304424,6/15/2013 1:55,photo,62,7,0,62,0,0,0,0,0
246675545449582_388125094637959,6/15/2013 1:42,photo,43,2,0,43,0,0,0,0,0
246675545449582_388154504635018,6/14/2013 13:55,photo,30,1,0,30,0,0,0,0,0
246675545449582_387597528024049,6/14/2013 9:53,photo,28,0,0,28,0,0,0,0,0
246675545449582_387511218032680,6/14/2013 8:05,photo,49,2,2,49,0,0,0,0,0
246675545449582_387098628073939,6/13/2013 8:41,photo,67,6,0,67,0,0,0,0,0
246675545449582_387003011416834,6/13/2013 3:26,photo,20,1,0,20,0,0,0,0,0
246675545449582_386975451419590,6/13/2013 1:13,photo,81,5,0,81,0,0,0,0,0
246675545449582_386500831467052,06-11-13 23:17,photo,58,6,1,58,0,0,0,0,0
246675545449582_386157028168099,06-11-13 9:22,photo,13,5,0,13,0,0,0,0,0
246675545449582_385151191602016,06-09-13 8:15,photo,47,0,0,47,0,0,0,0,0
246675545449582_385045451612590,06-09-13 0:00,photo,7,0,2,7,0,0,0,0,0
246675545449582_384686051648530,06-08-13 6:52,photo,62,2,1,62,0,0,0,0,0
246675545449582_384684284982040,06-08-13 6:44,photo,84,6,0,84,0,0,0,0,0
246675545449582_384124925037976,06-07-13 2:39,photo,23,2,0,23,0,0,0,0,0
246675545449582_384106061706529,06-07-13 1:13,photo,19,4,0,19,0,0,0,0,0
246675545449582_382260755224393,06-03-13 7:08,photo,13,0,1,13,0,0,0,0,0
246675545449582_382269478556854,06-02-13 17:03,photo,8,1,1,8,0,0,0,0,0
246675545449582_381881188595683,06-02-13 11:00,photo,35,1,0,35,0,0,0,0,0
246675545449582_381727081944427,06-02-13 3:47,photo,37,0,0,37,0,0,0,0,0
246675545449582_381228048660997,06-01-13 0:07,photo,73,10,0,73,0,0,0,0,0
246675545449582_381177715332697,5/31/2013 20:55,photo,114,9,0,114,0,0,0,0,0
246675545449582_380791765371292,5/30/2013 23:43,photo,69,6,0,69,0,0,0,0,0
246675545449582_380665438717258,5/30/2013 18:35,photo,43,0,0,43,0,0,0,0,0
246675545449582_380665078717294,5/30/2013 18:34,photo,106,3,0,106,0,0,0,0,0
246675545449582_379904062126729,5/29/2013 8:18,photo,69,2,0,69,0,0,0,0,0
246675545449582_379903668793435,5/29/2013 8:17,photo,65,2,0,65,0,0,0,0,0
246675545449582_379402805510188,5/28/2013 3:15,photo,52,0,0,52,0,0,0,0,0
246675545449582_379402265510242,5/28/2013 3:13,photo,79,1,0,79,0,0,0,0,0
246675545449582_379402118843590,5/28/2013 3:13,photo,49,1,0,49,0,0,0,0,0
246675545449582_378453188938483,5/25/2013 23:32,photo,31,0,0,31,0,0,0,0,0
246675545449582_376092745841194,5/20/2013 11:34,photo,7,0,2,7,0,0,0,0,0
246675545449582_376001592516976,5/19/2013 21:29,photo,6,0,2,6,0,0,0,0,0
246675545449582_375933195857149,5/19/2013 15:47,photo,7,0,0,7,0,0,0,0,0
246675545449582_375932819190520,5/19/2013 15:46,photo,5,1,1,5,0,0,0,0,0
246675545449582_375555932561542,5/19/2013 5:23,photo,18,1,0,18,0,0,0,0,0
246675545449582_375549359228866,5/19/2013 4:57,photo,32,0,7,32,0,0,0,0,0
246675545449582_375279295922539,5/18/2013 11:40,photo,33,1,0,33,0,0,0,0,0
246675545449582_374479192669216,5/16/2013 11:29,photo,97,0,0,97,0,0,0,0,0
246675545449582_374005726049896,5/15/2013 7:57,photo,102,16,0,102,0,0,0,0,0
246675545449582_373545036095965,5/14/2013 1:31,photo,38,10,0,38,0,0,0,0,0
246675545449582_372840622833073,05-12-13 5:16,photo,16,2,0,16,0,0,0,0,0
246675545449582_371373966313072,05-09-13 0:00,photo,3,1,2,3,0,0,0,0,0
246675545449582_370543616396107,05-07-13 22:31,photo,27,0,5,27,0,0,0,0,0
246675545449582_370537743063361,05-07-13 22:00,photo,78,4,35,78,0,0,0,0,0
246675545449582_369262543190881,05-05-13 5:20,photo,29,0,0,29,0,0,0,0,0
246675545449582_368014229982379,05-02-13 2:02,photo,66,9,0,66,0,0,0,0,0
246675545449582_367975403319595,05-02-13 0:30,photo,78,16,0,78,0,0,0,0,0
246675545449582_366016333515502,4/27/2013 13:02,photo,57,9,1,57,0,0,0,0,0
246675545449582_365619913555144,4/27/2013 8:20,photo,19,4,0,19,0,0,0,0,0
246675545449582_365614623555673,4/27/2013 8:01,photo,82,14,0,82,0,0,0,0,0
246675545449582_365584533558682,4/27/2013 6:02,photo,5,4,1,5,0,0,0,0,0
246675545449582_364521093665026,4/25/2013 5:01,photo,52,5,0,52,0,0,0,0,0
246675545449582_364456233671512,4/24/2013 23:52,photo,45,14,0,45,0,0,0,0,0
246675545449582_364088013708334,4/24/2013 1:23,status,41,19,11,41,0,0,0,0,0
246675545449582_363771257073343,4/23/2013 8:16,photo,55,10,0,55,0,0,0,0,0
246675545449582_363708990412903,4/23/2013 4:05,photo,40,1,0,40,0,0,0,0,0
246675545449582_363678543749281,4/23/2013 0:52,photo,48,4,0,48,0,0,0,0,0
246675545449582_363666063750529,4/22/2013 23:46,photo,53,7,0,53,0,0,0,0,0
246675545449582_363452363771899,4/22/2013 11:55,photo,5,0,0,5,0,0,0,0,0
246675545449582_363426420441160,4/22/2013 10:41,photo,0,0,0,0,0,0,0,0,0
246675545449582_363420353775100,4/22/2013 10:16,photo,74,6,0,74,0,0,0,0,0
246675545449582_363452223771913,4/22/2013 0:00,photo,7,1,2,7,0,0,0,0,0
246675545449582_362170417233427,4/19/2013 3:04,photo,96,214,0,96,0,0,0,0,0
246675545449582_360433917407077,4/16/2013 1:16,photo,43,2,0,43,0,0,0,0,0
246675545449582_357124181071384,04-09-13 7:58,photo,13,3,0,13,0,0,0,0,0
246675545449582_357124844404651,04-09-13 7:51,photo,28,3,0,28,0,0,0,0,0
246675545449582_357066397743829,04-09-13 2:37,photo,34,0,1,34,0,0,0,0,0
246675545449582_357030441080758,04-08-13 23:18,photo,83,1,0,83,0,0,0,0,0
246675545449582_356778084439327,04-08-13 9:23,photo,7,0,0,7,0,0,0,0,0
246675545449582_312276362222833,04-08-13 3:45,photo,34,0,0,34,0,0,0,0,0
246675545449582_298316176952185,04-08-13 1:54,photo,97,3,0,97,0,0,0,0,0
246675545449582_356325277817941,04-07-13 9:13,photo,24,4,0,24,0,0,0,0,0
246675545449582_356305991153203,04-07-13 8:11,photo,106,18,0,106,0,0,0,0,0
246675545449582_356273044489831,04-07-13 5:50,photo,131,4,0,131,0,0,0,0,0
246675545449582_356001314517004,04-06-13 11:20,photo,132,7,0,132,0,0,0,0,0
246675545449582_355961084521027,04-06-13 9:10,photo,79,5,0,79,0,0,0,0,0
246675545449582_355641404552995,04-05-13 10:49,photo,71,2,7,71,0,0,0,0,0
246675545449582_355495964567539,04-05-13 0:14,photo,55,8,5,55,0,0,0,0,0
246675545449582_355441314573004,04-04-13 21:43,photo,51,9,0,51,0,0,0,0,0
246675545449582_355303811253421,04-04-13 12:03,photo,46,3,1,46,0,0,0,0,0
246675545449582_355265731257229,04-04-13 10:02,photo,5,2,2,5,0,0,0,0,0
246675545449582_354830764634059,04-03-13 5:50,photo,52,5,0,52,0,0,0,0,0
246675545449582_354807811303021,04-03-13 3:46,photo,18,0,0,18,0,0,0,0,0
246675545449582_354529081330894,04-02-13 11:44,photo,207,13,0,207,0,0,0,0,0
246675545449582_354446298005839,04-02-13 9:20,photo,105,5,0,105,0,0,0,0,0
246675545449582_354431874673948,04-02-13 8:55,photo,30,0,0,30,0,0,0,0,0
246675545449582_353881771395625,3/31/2013 23:22,photo,32,0,0,32,0,0,0,0,0
246675545449582_353647368085732,3/31/2013 9:57,photo,44,10,0,44,0,0,0,0,0
246675545449582_353647271419075,3/31/2013 9:57,photo,100,28,1,100,0,0,0,0,0
246675545449582_353057534811382,3/30/2013 3:34,photo,58,4,0,58,0,0,0,0,0
246675545449582_352671068183362,3/29/2013 3:29,photo,22,1,0,22,0,0,0,0,0
246675545449582_352656454851490,3/29/2013 1:57,photo,26,0,0,26,0,0,0,0,0
246675545449582_352180214899114,3/28/2013 1:52,photo,45,4,0,45,0,0,0,0,0
246675545449582_352160994901036,3/28/2013 0:36,photo,21,0,0,21,0,0,0,0,0
246675545449582_350988715018264,3/26/2013 3:18,photo,75,15,0,75,0,0,0,0,0
246675545449582_350986911685111,3/26/2013 3:05,photo,21,0,1,21,0,0,0,0,0
246675545449582_350701935046942,3/25/2013 10:29,photo,72,23,0,72,0,0,0,0,0
246675545449582_350593365057799,3/25/2013 5:14,photo,50,1,0,50,0,0,0,0,0
246675545449582_350564155060720,3/25/2013 2:38,photo,26,6,0,26,0,0,0,0,0
246675545449582_350525821731220,3/24/2013 23:02,photo,46,9,0,46,0,0,0,0,0
246675545449582_350525658397903,3/24/2013 23:01,photo,80,7,0,80,0,0,0,0,0
246675545449582_350121128438356,3/24/2013 3:21,photo,41,11,0,41,0,0,0,0,0
246675545449582_349782088472260,3/23/2013 10:41,photo,69,6,0,69,0,0,0,0,0
246675545449582_348411165276019,3/21/2013 11:33,photo,3,2,2,3,0,0,0,0,0
246675545449582_347701718680297,3/20/2013 1:07,photo,21,4,0,21,0,0,0,0,0
246675545449582_346022885514847,3/16/2013 22:24,photo,64,1,0,64,0,0,0,0,0
246675545449582_344590015658134,3/13/2013 11:58,photo,60,19,0,60,0,0,0,0,0
246675545449582_344413109009158,3/13/2013 1:14,photo,25,3,0,25,0,0,0,0,0
246675545449582_343763949074074,03-11-13 10:41,photo,48,17,0,48,0,0,0,0,0
246675545449582_343330172450785,03-10-13 10:02,photo,45,4,0,45,0,0,0,0,0
246675545449582_343215999128869,03-10-13 4:23,photo,2,0,1,2,0,0,0,0,0
246675545449582_342821229168346,03-09-13 9:22,photo,7,0,1,7,0,0,0,0,0
246675545449582_342638689186600,03-08-13 22:07,photo,61,13,0,61,0,0,0,0,0
246675545449582_342394742544328,03-08-13 7:03,photo,16,9,0,16,0,0,0,0,0
246675545449582_342314939218975,03-08-13 2:07,photo,27,3,0,27,0,0,0,0,0
246675545449582_342270612556741,03-07-13 23:11,photo,42,16,11,42,0,0,0,0,0
246675545449582_341967849253684,03-07-13 11:46,photo,65,0,0,65,0,0,0,0,0
246675545449582_341499822633820,03-06-13 11:21,photo,44,4,0,44,0,0,0,0,0
246675545449582_341401999310269,03-06-13 6:39,photo,55,12,0,55,0,0,0,0,0
246675545449582_341389432644859,03-06-13 6:05,photo,59,7,0,59,0,0,0,0,0
246675545449582_341386535978482,03-06-13 5:50,photo,51,6,0,51,0,0,0,0,0
246675545449582_340472796069856,03-04-13 5:35,photo,41,1,0,41,0,0,0,0,0
246675545449582_340422599408209,03-04-13 1:33,photo,12,5,0,12,0,0,0,0,0
246675545449582_340414542742348,03-04-13 0:47,photo,57,7,0,57,0,0,0,0,0
246675545449582_340392936077842,03-03-13 23:14,photo,55,7,0,55,0,0,0,0,0
246675545449582_340391262744676,03-03-13 23:07,photo,76,4,0,76,0,0,0,0,0
246675545449582_339573586159777,03-02-13 8:35,photo,103,14,0,103,0,0,0,0,0
246675545449582_339573129493156,03-02-13 8:33,photo,46,2,0,46,0,0,0,0,0
246675545449582_339155322868270,03-01-13 8:51,photo,74,14,0,74,0,0,0,0,0
246675545449582_338695832914219,2/28/2013 9:15,photo,25,0,0,25,0,0,0,0,0
246675545449582_338693899581079,2/28/2013 9:05,photo,34,0,0,34,0,0,0,0,0
246675545449582_338688032914999,2/28/2013 8:44,photo,50,1,0,50,0,0,0,0,0
246675545449582_338684702915332,2/28/2013 8:35,photo,47,0,0,47,0,0,0,0,0
246675545449582_338631739587295,2/28/2013 5:07,photo,64,2,0,64,0,0,0,0,0
246675545449582_338197442964058,2/27/2013 5:49,photo,40,1,0,40,0,0,0,0,0
246675545449582_338098859640583,2/27/2013 5:21,photo,58,1,0,58,0,0,0,0,0
246675545449582_338097119640757,2/27/2013 5:12,photo,67,3,0,67,0,0,0,0,0
246675545449582_337717546345381,2/26/2013 7:44,photo,50,3,0,50,0,0,0,0,0
246675545449582_337710279679441,2/26/2013 7:24,photo,53,1,0,53,0,0,0,0,0
246675545449582_337704143013388,2/26/2013 7:11,photo,67,8,0,67,0,0,0,0,0
246675545449582_337699459680523,2/26/2013 7:06,photo,90,12,0,90,0,0,0,0,0
246675545449582_337694506347685,2/26/2013 6:47,photo,60,2,0,60,0,0,0,0,0
246675545449582_337224989727970,2/25/2013 10:37,photo,30,8,0,30,0,0,0,0,0
246675545449582_337219779728491,2/25/2013 10:24,photo,52,10,0,52,0,0,0,0,0
246675545449582_337206946396441,2/25/2013 9:37,photo,5,0,0,5,0,0,0,0,0
246675545449582_336663423117460,2/24/2013 7:16,photo,56,14,0,56,0,0,0,0,0
246675545449582_336663019784167,2/24/2013 7:14,photo,26,2,0,26,0,0,0,0,0
246675545449582_336584753125327,2/24/2013 4:55,photo,71,11,0,71,0,0,0,0,0
246675545449582_336537203130082,2/24/2013 1:51,photo,53,4,0,53,0,0,0,0,0
246675545449582_336281293155673,2/23/2013 12:28,photo,35,2,0,35,0,0,0,0,0
246675545449582_335122479938221,2/20/2013 23:46,photo,31,2,0,31,0,0,0,0,0
246675545449582_334798143303988,2/20/2013 11:17,photo,45,0,0,45,0,0,0,0,0
246675545449582_334796289970840,2/20/2013 11:11,photo,20,1,0,20,0,0,0,0,0
246675545449582_334544416662694,2/19/2013 21:06,photo,3,2,2,3,0,0,0,0,0
246675545449582_333812036735932,2/18/2013 4:15,photo,48,0,0,48,0,0,0,0,0
246675545449582_333811806735955,2/18/2013 4:14,photo,18,0,0,18,0,0,0,0,0
246675545449582_333453873438415,2/17/2013 8:59,photo,56,10,0,56,0,0,0,0,0
246675545449582_333341150116354,2/17/2013 3:58,photo,64,2,1,64,0,0,0,0,0
246675545449582_332918960158573,2/16/2013 7:52,photo,63,0,0,63,0,0,0,0,0
246675545449582_332909223492880,2/16/2013 7:21,photo,40,9,2,40,0,0,0,0,0
246675545449582_332883083495494,2/16/2013 6:11,photo,92,1,0,92,0,0,0,0,0
246675545449582_332750103508792,2/16/2013 3:05,photo,53,0,0,53,0,0,0,0,0
246675545449582_332358580214611,2/15/2013 9:47,photo,33,0,0,33,0,0,0,0,0
246675545449582_332339183549884,2/15/2013 9:00,photo,84,6,0,84,0,0,0,0,0
246675545449582_332333546883781,2/15/2013 8:51,photo,87,11,0,87,0,0,0,0,0
246675545449582_332316610218808,2/15/2013 7:59,photo,26,0,0,26,0,0,0,0,0
246675545449582_332277540222715,2/15/2013 5:51,photo,22,0,0,22,0,0,0,0,0
246675545449582_332209926896143,2/15/2013 3:35,photo,78,0,5,78,0,0,0,0,0
246675545449582_332199140230555,2/15/2013 2:54,photo,67,6,7,67,0,0,0,0,0
246675545449582_329942500456219,02-11-13 3:53,photo,26,1,0,26,0,0,0,0,0
246675545449582_329942340456235,02-11-13 3:52,photo,14,0,0,14,0,0,0,0,0
246675545449582_329346933849109,02-10-13 0:55,photo,18,0,0,18,0,0,0,0,0
246675545449582_328173310633138,02-08-13 0:59,photo,24,0,0,24,0,0,0,0,0
246675545449582_328169720633497,02-08-13 0:37,photo,27,0,0,27,0,0,0,0,0
246675545449582_327960773987725,02-07-13 11:41,photo,30,11,0,30,0,0,0,0,0
246675545449582_325753610875108,02-03-13 6:43,photo,34,4,0,34,0,0,0,0,0
246675545449582_325749960875473,02-03-13 6:30,photo,26,1,1,26,0,0,0,0,0
246675545449582_325634947553641,02-03-13 0:37,photo,38,4,0,38,0,0,0,0,0
246675545449582_325628867554249,02-03-13 0:13,photo,55,5,0,55,0,0,0,0,0
246675545449582_325570584226744,02-02-13 21:06,photo,80,9,0,80,0,0,0,0,0
246675545449582_325279594255843,02-02-13 8:30,photo,33,3,0,33,0,0,0,0,0
246675545449582_325274214256381,02-02-13 8:24,photo,44,10,0,44,0,0,0,0,0
246675545449582_325266377590498,02-02-13 8:17,photo,41,7,0,41,0,0,0,0,0
246675545449582_325264297590706,02-02-13 8:12,photo,30,3,0,30,0,0,0,0,0
246675545449582_323955434388259,1/31/2013 7:10,photo,34,0,0,34,0,0,0,0,0
246675545449582_323955301054939,1/31/2013 7:09,photo,30,0,0,30,0,0,0,0,0
246675545449582_323935487723587,1/31/2013 5:51,photo,38,9,0,38,0,0,0,0,0
246675545449582_323925117724624,1/31/2013 5:37,photo,24,4,1,24,0,0,0,0,0
246675545449582_323859114397891,1/31/2013 4:34,photo,37,2,0,37,0,0,0,0,0
246675545449582_323844094399393,1/31/2013 3:35,photo,18,3,0,18,0,0,0,0,0
246675545449582_323729361077533,1/30/2013 23:57,photo,55,15,0,55,0,0,0,0,0
246675545449582_323358047781331,1/30/2013 9:25,photo,54,3,0,54,0,0,0,0,0
246675545449582_323351767781959,1/30/2013 9:22,photo,67,11,0,67,0,0,0,0,0
246675545449582_323245541125915,1/30/2013 4:37,photo,94,18,0,94,0,0,0,0,0
246675545449582_322734771176992,1/29/2013 9:09,photo,41,2,0,41,0,0,0,0,0
246675545449582_322731091177360,1/29/2013 8:57,photo,36,2,0,36,0,0,0,0,0
246675545449582_322730471177422,1/29/2013 8:56,photo,65,3,1,65,0,0,0,0,0
246675545449582_321106211339848,1/26/2013 8:31,photo,90,6,0,90,0,0,0,0,0
246675545449582_321040818013054,1/26/2013 5:47,photo,42,2,0,42,0,0,0,0,0
246675545449582_318217248295411,1/25/2013 11:29,photo,48,4,0,48,0,0,0,0,0
246675545449582_317980854985717,1/25/2013 0:50,photo,45,10,0,45,0,0,0,0,0
246675545449582_317637438353392,1/24/2013 10:12,photo,47,2,0,47,0,0,0,0,0
246675545449582_317636971686772,1/24/2013 10:10,photo,31,4,0,31,0,0,0,0,0
246675545449582_317488981701571,1/24/2013 5:00,photo,105,23,0,105,0,0,0,0,0
246675545449582_317218695061933,1/23/2013 13:44,photo,48,0,0,48,0,0,0,0,0
246675545449582_304742572976212,1/22/2013 10:09,photo,37,5,0,37,0,0,0,0,0
246675545449582_316107661839703,1/21/2013 11:40,photo,5,2,2,5,0,0,0,0,0
246675545449582_315868761863593,1/21/2013 5:06,photo,11,0,0,11,0,0,0,0,0
246675545449582_314848305298972,1/18/2013 22:47,photo,27,11,1,27,0,0,0,0,0
246675545449582_314589495324853,1/18/2013 9:10,photo,2,0,0,2,0,0,0,0,0
246675545449582_314193818697754,1/17/2013 13:22,photo,43,1,0,43,0,0,0,0,0
246675545449582_313915475392255,1/16/2013 22:25,photo,46,4,0,46,0,0,0,0,0
246675545449582_313695562080913,1/16/2013 10:01,photo,53,3,0,53,0,0,0,0,0
246675545449582_313410195442783,1/16/2013 0:05,photo,10,1,0,10,0,0,0,0,0
246675545449582_313356332114836,1/15/2013 21:13,photo,22,5,0,22,0,0,0,0,0
246675545449582_313080805475722,1/15/2013 6:26,photo,12,3,1,12,0,0,0,0,0
246675545449582_312619058855230,1/14/2013 4:40,photo,50,6,0,50,0,0,0,0,0
246675545449582_312558355527967,1/13/2013 23:29,photo,47,13,0,47,0,0,0,0,0
246675545449582_312154615568341,1/13/2013 9:46,photo,14,0,2,14,0,0,0,0,0
246675545449582_312244702225999,1/13/2013 9:20,photo,1,0,0,1,0,0,0,0,0
246675545449582_312160808901055,1/13/2013 4:43,photo,25,18,0,25,0,0,0,0,0
246675545449582_312153868901749,1/13/2013 4:11,photo,16,0,0,16,0,0,0,0,0
246675545449582_312142282236241,1/13/2013 3:24,photo,46,2,0,46,0,0,0,0,0
246675545449582_312142165569586,1/13/2013 3:23,photo,76,1,0,76,0,0,0,0,0
246675545449582_312097692240700,1/13/2013 0:41,photo,16,0,0,16,0,0,0,0,0
246675545449582_312085168908619,01-12-13 23:54,photo,40,1,0,40,0,0,0,0,0
246675545449582_311777885606014,01-12-13 6:48,photo,83,15,0,83,0,0,0,0,0
246675545449582_311715042278965,01-12-13 2:15,photo,89,28,1,89,0,0,0,0,0
246675545449582_311525595631243,01-11-13 13:00,photo,30,0,0,30,0,0,0,0,0
246675545449582_311502265633576,01-11-13 11:55,photo,12,0,0,12,0,0,0,0,0
246675545449582_311319315651871,01-11-13 0:25,photo,52,17,0,52,0,0,0,0,0
246675545449582_311271188990017,01-10-13 20:49,photo,58,19,0,58,0,0,0,0,0
246675545449582_310937889023347,01-10-13 4:27,photo,22,4,0,22,0,0,0,0,0
246675545449582_310890239028112,01-10-13 1:07,photo,6,0,0,6,0,0,0,0,0
246675545449582_310850815698721,01-09-13 22:27,photo,30,2,0,30,0,0,0,0,0
246675545449582_310494312401038,01-09-13 2:50,photo,58,5,0,58,0,0,0,0,0
246675545449582_310465509070585,01-09-13 0:41,photo,32,4,5,32,0,0,0,0,0
246675545449582_310184815765321,01-08-13 9:47,photo,48,5,0,48,0,0,0,0,0
246675545449582_310155729101563,01-08-13 8:28,photo,43,4,0,43,0,0,0,0,0
246675545449582_309265902523879,01-06-13 9:25,photo,30,0,0,30,0,0,0,0,0
246675545449582_309140549203081,01-06-13 2:24,photo,41,3,0,41,0,0,0,0,0
246675545449582_309138272536642,01-06-13 2:15,photo,42,10,0,42,0,0,0,0,0
246675545449582_308777915906011,01-05-13 9:54,photo,59,6,0,59,0,0,0,0,0
246675545449582_308278022622667,01-04-13 7:23,photo,17,0,0,17,0,0,0,0,0
246675545449582_306176106166192,01-03-13 9:39,photo,47,0,0,47,0,0,0,0,0
246675545449582_307867119330424,01-03-13 9:17,photo,14,5,2,14,0,0,0,0,0
246675545449582_307744392676030,01-03-13 1:30,photo,12,1,0,12,0,0,0,0,0
246675545449582_307405696043233,01-02-13 9:06,status,30,23,4,30,0,0,0,0,0
246675545449582_307286656055137,01-02-13 2:23,photo,25,3,1,25,0,0,0,0,0
246675545449582_303160673134402,12/23/2012 3:11,photo,0,0,0,0,0,0,0,0,0
246675545449582_302341609882975,12/21/2012 6:02,photo,4,1,0,4,0,0,0,0,0
246675545449582_299212316862571,12/13/2012 11:36,photo,3,0,0,3,0,0,0,0,0
246675545449582_290159194434550,11/18/2012 9:50,photo,5,1,1,5,0,0,0,0,0
246675545449582_290154177768385,11/18/2012 9:16,photo,2,0,0,2,0,0,0,0,0
246675545449582_286984161418720,11-09-12 3:28,photo,11,6,0,11,0,0,0,0,0
246675545449582_286961214754348,11-09-12 0:54,photo,38,10,0,38,0,0,0,0,0
246675545449582_286655274784942,11-08-12 3:32,photo,13,0,0,13,0,0,0,0,0
246675545449582_286654584785011,11-08-12 3:28,photo,19,0,0,19,0,0,0,0,0
246675545449582_286294564821013,11-07-12 2:46,photo,15,1,0,15,0,0,0,0,0
246675545449582_285996181517518,11-06-12 5:23,photo,21,4,0,21,0,0,0,0,0
246675545449582_285651371551999,11-05-12 5:19,photo,42,2,0,42,0,0,0,0,0
246675545449582_285649458218857,11-05-12 5:07,photo,12,0,0,12,0,0,0,0,0
246675545449582_285648778218925,11-05-12 5:03,photo,19,4,0,19,0,0,0,0,0
246675545449582_285647571552379,11-05-12 4:55,photo,24,2,0,24,0,0,0,0,0
246675545449582_285646988219104,11-05-12 4:51,photo,32,1,0,32,0,0,0,0,0
246675545449582_285643998219403,11-05-12 4:32,photo,15,8,0,15,0,0,0,0,0
246675545449582_285638998219903,11-05-12 3:59,photo,22,4,0,22,0,0,0,0,0
246675545449582_285619761555160,11-05-12 2:05,photo,33,8,0,33,0,0,0,0,0
246675545449582_285407361576400,11-04-12 10:50,photo,11,6,0,11,0,0,0,0,0
246675545449582_285311448252658,11-04-12 4:56,photo,47,6,0,47,0,0,0,0,0
246675545449582_285298934920576,11-04-12 4:00,photo,41,7,0,41,0,0,0,0,0
246675545449582_285278064922663,11-04-12 2:27,photo,29,4,0,29,0,0,0,0,0
246675545449582_284996154950854,11-03-12 8:10,photo,48,7,0,48,0,0,0,0,0
246675545449582_284967211620415,11-03-12 6:23,photo,13,8,0,13,0,0,0,0,0
246675545449582_284915708292232,11-03-12 1:39,photo,32,2,0,32,0,0,0,0,0
246675545449582_284698388313964,11-02-12 11:09,photo,42,8,0,42,0,0,0,0,0
246675545449582_284696978314105,11-02-12 11:05,photo,26,5,0,26,0,0,0,0,0
246675545449582_284673338316469,11-02-12 9:41,photo,67,25,0,67,0,0,0,0,0
246675545449582_284594641657672,11-02-12 4:01,photo,23,4,0,23,0,0,0,0,0
246675545449582_284342035016266,11-01-12 9:35,photo,33,4,0,33,0,0,0,0,0
246675545449582_284331615017308,11-01-12 8:58,photo,25,3,0,25,0,0,0,0,0
246675545449582_284212951695841,11-01-12 0:48,photo,22,4,0,22,0,0,0,0,0
246675545449582_284012865049183,10/31/2012 12:38,photo,26,0,0,26,0,0,0,0,0
246675545449582_283955708388232,10/31/2012 9:44,photo,38,10,0,38,0,0,0,0,0
246675545449582_283950638388739,10/31/2012 9:29,photo,50,19,0,50,0,0,0,0,0
246675545449582_283846615065808,10/31/2012 2:05,photo,29,1,0,29,0,0,0,0,0
246675545449582_283756338408169,10/30/2012 19:13,photo,26,0,0,26,0,0,0,0,0
246675545449582_283542088429594,10/30/2012 7:15,photo,25,1,0,25,0,0,0,0,0
246675545449582_283533801763756,10/30/2012 6:43,photo,15,0,0,15,0,0,0,0,0
246675545449582_283502615100208,10/30/2012 4:25,photo,18,0,0,18,0,0,0,0,0
246675545449582_283480405102429,10/30/2012 2:23,photo,28,4,0,28,0,0,0,0,0
246675545449582_283267695123700,10/29/2012 12:10,photo,14,23,0,14,0,0,0,0,0
246675545449582_282722211844915,10/28/2012 3:46,photo,20,2,0,20,0,0,0,0,0
246675545449582_282451698538633,10/27/2012 9:38,photo,17,21,0,17,0,0,0,0,0
246675545449582_282285831888553,10/27/2012 2:28,photo,34,0,0,34,0,0,0,0,0
246675545449582_281826428601160,10/26/2012 3:49,photo,17,11,0,17,0,0,0,0,0
246675545449582_281415801975556,10/24/2012 22:28,photo,40,6,0,40,0,0,0,0,0
246675545449582_281078595342610,10/24/2012 1:37,photo,21,5,0,21,0,0,0,0,0
246675545449582_281076235342846,10/24/2012 1:19,photo,14,4,0,14,0,0,0,0,0
246675545449582_280792805371189,10/23/2012 8:19,photo,43,17,1,43,0,0,0,0,0
